order_id,date,product,category,region,customer_id,quantity,unit_price,revenue
ORD-000069,2024-06-10,Zeta Headphones,Accessories,West,CUST-00903,3,138.53,415.59
ORD-000070,2024-07-20,Alpha Phone,Electronics,APAC,CUST-00398,2,811.27,1622.54
ORD-000071,2024-09-26,Iota Speaker,Accessories,North,CUST-00703,4,103.74,414.96
ORD-000072,2024-09-27,Theta Camera,Electronics,East,CUST-00097,2,639.76,1279.52
ORD-000073,2025-03-31,Zeta Headphones,Accessories,LATAM,CUST-00449,2,161.54,323.08
ORD-000074,2025-04-06,Kappa Keyboard,Accessories,APAC,CUST-00077,2,86.48,172.96
ORD-000075,2024-09-08,Epsilon Laptop,Computers,South,CUST-00896,2,918.05,1836.1
ORD-000076,2024-10-22,Kappa Keyboard,Accessories,East,CUST-00549,5,78.7,393.5
ORD-000077,2024-12-03,Eta Smartwatch,Accessories,East,CUST-00798,1,208.61,208.61
ORD-000078,2024-02-22,Eta Smartwatch,Accessories,EMEA,CUST-00815,2,192.17,384.34
ORD-000079,2024-08-04,Beta Phone,Electronics,APAC,CUST-01022,2,648.13,1296.26
ORD-000080,2024-07-06,Iota Speaker,Accessories,APAC,CUST-00135,2,107.24,214.48
ORD-000081,2025-01-14,Epsilon Laptop,Computers,West,CUST-00654,2,980.93,1961.86
ORD-000082,2025-05-07,Beta Phone,Electronics,APAC,CUST-00646,2,704.43,1408.86
ORD-000083,2024-02-10,Alpha Phone,Electronics,West,CUST-00720,1,761.04,761.04
ORD-000084,2024-06-05,Zeta Headphones,Accessories,North,CUST-00613,4,141.03,564.12
ORD-000085,2024-01-15,Zeta Headphones,Accessories,EMEA,CUST-00484,1,142.97,142.97
ORD-000086,2024-03-05,Eta Smartwatch,Accessories,LATAM,CUST-01070,4,196.66,786.64
ORD-000087,2025-06-04,Iota Speaker,Accessories,APAC,CUST-00648,2,95.32,190.64
ORD-000088,2024-12-09,Alpha Phone,Electronics,EMEA,CUST-00792,7,778.9,5452.3
ORD-000089,2024-05-08,Eta Smartwatch,Accessories,EMEA,CUST-00579,2,203.8,407.6
ORD-000090,2025-04-16,Beta Phone,Electronics,LATAM,CUST-01028,3,683.08,2049.24
ORD-000091,2024-03-03,Iota Speaker,Accessories,West,CUST-00001,2,103.66,207.32
ORD-000092,2024-05-18,Theta Camera,Electronics,East,CUST-00109,2,742.96,1485.92
ORD-000093,2025-05-13,Zeta Headphones,Accessories,LATAM,CUST-00460,5,135.06,675.3
ORD-000094,2025-08-15,Eta Smartwatch,Accessories,LATAM,CUST-00266,2,181.0,362.0
ORD-000095,2025-01-26,Gamma Tablet,Electronics,East,CUST-01162,3,527.88,1583.64
ORD-000096,2025-02-22,Epsilon Laptop,Computers,West,CUST-00044,4,904.95,3619.8
ORD-000097,2024-10-15,Iota Speaker,Accessories,West,CUST-00886,1,100.55,100.55
ORD-000098,2025-01-13,Epsilon Laptop,Computers,South,CUST-00944,2,818.56,1637.12
ORD-000099,2025-05-04,Delta Laptop,Computers,LATAM,CUST-00983,2,1140.32,2280.64
ORD-000100,2024-08-18,Zeta Headphones,Accessories,West,CUST-00262,2,153.12,306.24
ORD-000101,2024-02-10,Iota Speaker,Accessories,LATAM,CUST-00728,4,106.11,424.44
ORD-000102,2024-01-28,Delta Laptop,Computers,South,CUST-00633,2,1298.99,2597.98
ORD-000103,2024-05-14,Beta Phone,Electronics,EMEA,CUST-00152,3,649.05,1947.15
ORD-000104,2024-07-19,Eta Smartwatch,Accessories,North,CUST-00213,4,200.81,803.24
ORD-000105,2024-02-02,Iota Speaker,Accessories,APAC,CUST-01016,2,105.59,211.18
ORD-000106,2024-02-17,Alpha Phone,Electronics,EMEA,CUST-00863,3,805.01,2415.03
ORD-000107,2025-05-17,Gamma Tablet,Electronics,EMEA,CUST-00623,4,500.68,2002.72
ORD-000108,2025-02-10,Beta Phone,Electronics,North,CUST-00361,2,701.58,1403.16
ORD-000109,2025-07-27,Delta Laptop,Computers,South,CUST-00320,3,1268.53,3805.59
ORD-000110,2024-04-08,Epsilon Laptop,Computers,North,CUST-00222,4,972.55,3890.2
ORD-000111,2025-06-30,Theta Camera,Electronics,East,CUST-00210,3,659.61,1978.83
ORD-000112,2025-09-04,Eta Smartwatch,Accessories,EMEA,CUST-00931,1,199.97,199.97
ORD-000113,2025-04-06,Eta Smartwatch,Accessories,EMEA,CUST-00489,4,212.63,850.52
ORD-000114,2024-01-05,Delta Laptop,Computers,EMEA,CUST-00601,3,1105.75,3317.25
ORD-000115,2024-08-05,Iota Speaker,Accessories,EMEA,CUST-00774,3,104.83,314.49
ORD-000116,2025-05-17,Epsilon Laptop,Computers,East,CUST-00878,1,842.0,842.0
ORD-000117,2025-02-01,Kappa Keyboard,Accessories,South,CUST-00700,2,83.87,167.74
ORD-000118,2025-01-27,Eta Smartwatch,Accessories,North,CUST-00452,1,203.46,203.46
ORD-000119,2024-07-25,Beta Phone,Electronics,,CUST-00413,2,609.18,1218.36
ORD-000120,2024-01-15,Eta Smartwatch,Accessories,EMEA,CUST-00476,2,197.94,395.88
ORD-000121,2025-07-07,Delta Laptop,Computers,South,CUST-00256,3,1242.62,3727.86
ORD-000122,2025-04-05,Eta Smartwatch,Accessories,South,CUST-01174,4,204.33,817.32
ORD-000123,2025-07-28,Alpha Phone,Electronics,LATAM,CUST-00127,4,787.37,3149.48
ORD-000124,2024-08-28,Beta Phone,Electronics,APAC,CUST-00392,3,700.84,2102.52
ORD-000125,2025-07-17,Iota Speaker,Accessories,EMEA,CUST-00480,3,99.38,298.14
ORD-000126,2024-04-05,Gamma Tablet,Electronics,West,CUST-00993,5,499.59,2497.95
ORD-000127,2025-04-29,Iota Speaker,Accessories,East,CUST-00923,2,90.33,180.66
ORD-000128,2025-02-10,Gamma Tablet,Electronics,LATAM,CUST-00402,4,541.13,2164.52
ORD-000129,2024-08-18,Eta Smartwatch,Accessories,APAC,CUST-00274,4,186.15,744.6
ORD-000130,2024-06-19,Eta Smartwatch,Accessories,East,CUST-00845,5,200.13,1000.65
ORD-000131,2025-06-24,Zeta Headphones,Accessories,APAC,CUST-00139,3,158.05,474.15
ORD-000132,2024-02-05,Gamma Tablet,Electronics,APAC,CUST-00103,5,470.6,2353.0
ORD-000133,2025-06-08,Beta Phone,Electronics,East,CUST-01141,4,652.55,2610.2
ORD-000134,2024-06-08,Alpha Phone,Electronics,West,CUST-00484,3,757.56,2272.68
ORD-000135,2024-08-30,Gamma Tablet,Electronics,South,CUST-00529,4,524.92,2099.68
ORD-000136,2024-03-26,Eta Smartwatch,Accessories,North,CUST-00224,3,201.56,604.68
ORD-000137,2025-07-31,Kappa Keyboard,Accessories,APAC,CUST-01158,3,84.62,253.86
ORD-000138,2025-07-10,Iota Speaker,Accessories,East,CUST-00114,5,106.81,534.05
ORD-000139,2025-07-27,Theta Camera,Electronics,APAC,CUST-00644,5,719.79,3598.95
ORD-000140,2024-01-28,Theta Camera,Electronics,LATAM,CUST-00651,2,730.51,1461.02
ORD-000141,2025-09-11,Eta Smartwatch,Accessories,North,CUST-00458,2,200.96,401.92
ORD-000142,2025-07-09,Gamma Tablet,Electronics,West,CUST-00375,1,487.47,487.47
ORD-000143,2024-12-05,Iota Speaker,Accessories,APAC,CUST-00611,4,101.93,407.72
ORD-000144,2024-11-26,Eta Smartwatch,Accessories,APAC,CUST-00207,2,215.25,430.5
ORD-000145,2025-05-20,Zeta Headphones,Accessories,APAC,CUST-00917,7,146.52,1025.64
ORD-000146,2024-12-13,Alpha Phone,Electronics,East,CUST-00321,2,769.34,1538.68
ORD-000147,2025-04-17,Epsilon Laptop,Computers,West,CUST-00093,2,878.94,1757.88
ORD-000148,2024-08-18,Epsilon Laptop,Computers,EMEA,CUST-01182,4,887.38,3549.52
ORD-000149,2024-07-08,Iota Speaker,Accessories,LATAM,CUST-00872,4,90.56,362.24
ORD-000150,2024-08-12,Zeta Headphones,Accessories,East,CUST-00099,1,148.95,148.95
ORD-000151,2025-01-19,Delta Laptop,Computers,LATAM,CUST-00225,3,1197.64,3592.92
ORD-000152,2025-01-11,Kappa Keyboard,Accessories,,CUST-00852,2,80.4,160.8
ORD-000153,2024-10-09,Alpha Phone,Electronics,LATAM,CUST-00441,4,777.08,3108.32
ORD-000154,2025-09-24,Epsilon Laptop,Computers,APAC,CUST-00720,2,919.34,1838.68
ORD-000155,2025-09-19,Alpha Phone,Electronics,West,CUST-00585,4,859.44,3437.76
ORD-000156,2024-09-15,Eta Smartwatch,Accessories,EMEA,CUST-00064,6,217.13,1302.78
ORD-000157,2024-12-24,Kappa Keyboard,Accessories,East,CUST-00768,1,80.32,80.32
ORD-000158,2025-03-31,Gamma Tablet,Electronics,East,CUST-00560,2,453.35,906.7
ORD-000159,2025-02-14,Iota Speaker,Accessories,North,CUST-00670,3,108.29,324.87
ORD-000160,2024-11-13,Gamma Tablet,Electronics,North,CUST-00368,2,519.55,1039.1
ORD-000161,2024-08-12,Kappa Keyboard,Accessories,East,CUST-00744,6,76.41,458.46
ORD-000162,2024-08-21,Theta Camera,Electronics,APAC,CUST-00618,2,649.67,1299.34
ORD-000163,2025-01-08,Theta Camera,Electronics,EMEA,CUST-01006,4,649.15,2596.6
ORD-000164,2025-08-30,Alpha Phone,Electronics,North,CUST-01122,3,745.91,2237.73
ORD-000165,2025-04-16,Kappa Keyboard,Accessories,APAC,CUST-01084,3,71.82,215.46
ORD-000166,2024-08-20,Eta Smartwatch,Accessories,EMEA,CUST-00500,1,215.01,215.01
ORD-000167,2024-04-22,Gamma Tablet,Electronics,LATAM,CUST-01007,3,503.07,1509.21
ORD-000168,2025-05-11,Iota Speaker,Accessories,APAC,CUST-00411,3,102.96,308.88
ORD-000169,2025-03-17,Gamma Tablet,Electronics,South,CUST-01018,5,531.75,2658.75
ORD-000170,2025-07-17,Iota Speaker,Accessories,West,CUST-01164,1,104.77,104.77
ORD-000171,2024-09-24,Alpha Phone,Electronics,EMEA,CUST-00464,4,860.14,3440.56
ORD-000172,2025-05-24,Eta Smartwatch,Accessories,North,CUST-00702,4,217.6,870.4
ORD-000173,2025-01-20,Zeta Headphones,Accessories,North,CUST-00163,4,147.18,588.72
ORD-000174,2025-01-21,Alpha Phone,Electronics,North,CUST-00060,3,870.96,2612.88
ORD-000175,2024-04-22,Gamma Tablet,Electronics,South,CUST-01055,1,521.28,521.28
ORD-000176,2025-09-04,Alpha Phone,Electronics,West,CUST-00333,3,730.39,2191.17
ORD-000177,2025-09-16,Epsilon Laptop,Computers,West,CUST-00076,3,931.68,2795.04
ORD-000178,2024-03-21,Gamma Tablet,Electronics,North,CUST-00317,2,517.63,1035.26
ORD-000179,2024-04-22,Zeta Headphones,Accessories,APAC,CUST-00190,1,161.09,161.09
ORD-000180,2024-01-02,Gamma Tablet,Electronics,EMEA,CUST-00296,1,486.32,486.32
ORD-000181,2024-08-07,Gamma Tablet,Electronics,East,CUST-00501,2,507.47,1014.94
ORD-000182,2025-07-19,Theta Camera,Electronics,North,CUST-00177,1,630.8,630.8
ORD-000183,2024-08-12,Alpha Phone,Electronics,North,CUST-00800,3,772.17,2316.51
ORD-000184,2025-01-19,Iota Speaker,Accessories,East,CUST-00806,2,90.33,180.66
ORD-000185,2025-02-06,Iota Speaker,Accessories,South,CUST-00860,4,99.43,397.72
ORD-000186,2025-09-29,Eta Smartwatch,Accessories,East,CUST-00215,2,211.63,423.26
ORD-000187,2024-05-09,Zeta Headphones,Accessories,EMEA,CUST-00653,2,140.25,280.5
ORD-000188,2024-02-22,Iota Speaker,Accessories,EMEA,CUST-00597,7,99.54,696.78
ORD-000189,2025-02-19,Beta Phone,Electronics,South,CUST-00128,4,610.58,2442.32
ORD-000190,2024-09-03,Alpha Phone,Electronics,East,CUST-00551,2,738.39,1476.78
ORD-000191,2025-03-14,Gamma Tablet,Electronics,EMEA,CUST-00619,2,500.1,1000.2
ORD-000192,2024-07-21,Theta Camera,Electronics,LATAM,CUST-00348,5,640.16,3200.8
ORD-000193,2024-07-02,Alpha Phone,Electronics,APAC,CUST-00142,4,812.96,3251.84
ORD-000194,2024-05-02,Zeta Headphones,Accessories,EMEA,CUST-01169,1,135.03,135.03
ORD-000195,2025-02-04,Kappa Keyboard,Accessories,East,CUST-00792,1,72.79,72.79
ORD-000196,2024-10-20,Iota Speaker,Accessories,East,CUST-00245,4,99.99,399.96
ORD-000197,2024-10-06,Zeta Headphones,Accessories,LATAM,CUST-00703,4,151.72,606.88
ORD-000198,2025-09-01,Alpha Phone,Electronics,North,CUST-01136,5,723.73,3618.65
ORD-000199,2024-07-16,Iota Speaker,Accessories,LATAM,CUST-00214,3,100.45,301.35
ORD-000200,2025-05-25,Zeta Headphones,Accessories,APAC,CUST-00200,2,159.09,318.18
ORD-000201,2024-05-23,Alpha Phone,Electronics,APAC,CUST-00405,5,834.53,4172.65
ORD-000202,2025-08-31,Alpha Phone,Electronics,North,CUST-00421,3,740.06,2220.18
ORD-000203,2024-07-19,Iota Speaker,Accessories,EMEA,CUST-00007,2,100.83,201.66
ORD-000204,2024-05-03,Eta Smartwatch,Accessories,West,CUST-00592,3,205.86,617.58
ORD-000205,2024-07-05,Iota Speaker,Accessories,North,CUST-00286,3,89.84,269.52
ORD-000206,2024-11-21,Iota Speaker,Accessories,East,CUST-00671,3,106.04,318.12
ORD-000207,2025-04-08,Zeta Headphones,Accessories,LATAM,CUST-00389,2,161.11,322.22
ORD-000208,2024-12-14,Zeta Headphones,Accessories,EMEA,CUST-00416,1,159.44,159.44
ORD-000209,2025-02-06,Epsilon Laptop,Computers,West,CUST-00784,4,957.37,3829.48
ORD-000210,2024-12-11,Gamma Tablet,,North,CUST-01007,5,523.45,2617.25
ORD-000211,2025-05-25,Epsilon Laptop,Computers,APAC,CUST-01174,7,922.99,6460.93
ORD-000212,2024-05-26,Theta Camera,Electronics,APAC,CUST-01015,5,723.97,3619.85
ORD-000213,2024-05-27,Zeta Headphones,Accessories,EMEA,CUST-00428,3,158.13,474.39
ORD-000214,2025-05-03,Iota Speaker,Accessories,West,CUST-01005,2,102.22,204.44
ORD-000215,2025-07-04,Epsilon Laptop,Computers,West,CUST-00334,5,868.03,4340.15
ORD-000216,2024-12-03,Zeta Headphones,Accessories,EMEA,CUST-00272,3,145.3,435.9
ORD-000217,2025-04-17,Eta Smartwatch,Accessories,South,CUST-01067,4,214.8,859.2
ORD-000218,2024-05-30,Zeta Headphones,Accessories,LATAM,CUST-00319,3,134.61,403.83
ORD-000219,2025-02-18,Eta Smartwatch,Accessories,EMEA,CUST-00527,4,206.91,827.64
ORD-000220,2024-10-24,Gamma Tablet,Electronics,East,CUST-00760,1,544.39,544.39
ORD-000221,2025-09-02,Zeta Headphones,Accessories,West,CUST-01196,3,155.15,465.45
ORD-000222,2024-09-19,Alpha Phone,Electronics,APAC,CUST-00321,3,877.93,2633.79
ORD-000223,2024-05-23,Delta Laptop,Computers,South,CUST-00739,3,1243.97,3731.91
ORD-000224,2024-12-11,Zeta Headphones,Accessories,East,CUST-01068,4,135.12,540.48
ORD-000225,2025-09-15,Eta Smartwatch,Accessories,APAC,CUST-00454,3,212.01,636.03
ORD-000226,2025-07-25,Kappa Keyboard,Accessories,East,CUST-00746,3,75.6,226.8
ORD-000227,2024-01-02,Zeta Headphones,Accessories,APAC,CUST-00929,4,147.39,589.56
ORD-000228,2024-10-30,Theta Camera,Electronics,North,CUST-00848,6,672.73,4036.38
ORD-000229,2024-09-10,Zeta Headphones,Accessories,APAC,CUST-00868,4,142.1,568.4
ORD-000230,2025-03-28,Eta Smartwatch,Accessories,North,CUST-00774,1,196.27,196.27
ORD-000231,2024-02-06,Alpha Phone,Electronics,North,CUST-00083,3,779.62,2338.86
ORD-000232,2024-06-08,Gamma Tablet,Electronics,LATAM,CUST-00543,4,512.31,2049.24
ORD-000233,2024-01-09,Delta Laptop,Computers,EMEA,CUST-00322,3,1274.09,3822.27
ORD-000234,2024-08-20,Epsilon Laptop,Computers,East,CUST-00786,4,862.52,3450.08
ORD-000235,2024-04-08,Alpha Phone,Electronics,South,CUST-00540,3,753.25,2259.75
ORD-000236,2024-07-26,Beta Phone,Electronics,EMEA,CUST-00252,1,670.66,670.66
ORD-000237,2024-05-10,Gamma Tablet,Electronics,West,CUST-00836,3,516.0,1548.0
ORD-000238,2025-02-07,Kappa Keyboard,Accessories,LATAM,CUST-00449,2,85.34,170.68
ORD-000239,2024-05-31,Delta Laptop,Computers,LATAM,CUST-00490,3,1082.92,3248.76
ORD-000240,2024-02-23,Zeta Headphones,Accessories,EMEA,CUST-00464,3,159.52,478.56
ORD-000241,2024-04-29,Beta Phone,Electronics,West,CUST-00314,5,651.73,3258.65
ORD-000242,2025-09-19,Zeta Headphones,Accessories,West,CUST-01199,1,152.61,152.61
ORD-000243,2025-08-09,Gamma Tablet,Electronics,APAC,CUST-00385,3,458.22,1374.66
ORD-000244,2025-09-16,Beta Phone,Electronics,North,CUST-00295,1,640.25,640.25
ORD-000245,2025-02-23,Zeta Headphones,Accessories,East,CUST-00986,1,140.87,140.87
ORD-000246,2025-02-25,Alpha Phone,Electronics,North,CUST-00762,2,759.73,1519.46
ORD-000247,2024-04-13,Alpha Phone,Electronics,North,CUST-00769,3,799.65,2398.95
ORD-000248,2024-09-10,Beta Phone,Electronics,South,CUST-01099,1,689.56,689.56
ORD-000249,2024-08-14,Alpha Phone,Electronics,West,CUST-00344,2,837.96,1675.92
ORD-000250,2024-04-21,Alpha Phone,Electronics,APAC,CUST-00142,5,813.54,4067.7
ORD-000251,2025-05-24,Delta Laptop,Computers,West,CUST-00718,4,1208.45,4833.8
ORD-000252,2025-04-17,Theta Camera,Electronics,East,CUST-01195,5,688.84,3444.2
ORD-000253,2024-04-08,Zeta Headphones,Accessories,North,CUST-00406,3,163.09,489.27
ORD-000254,2024-06-01,Zeta Headphones,Accessories,EMEA,CUST-00228,3,150.79,452.37
ORD-000255,2024-12-03,Gamma Tablet,Electronics,East,CUST-00411,3,474.45,1423.35
ORD-000256,2024-06-11,Kappa Keyboard,Accessories,EMEA,CUST-00952,2,74.74,149.48
ORD-000257,2024-06-09,Delta Laptop,Computers,LATAM,CUST-00898,2,1225.7,2451.4
ORD-000258,2025-08-02,Alpha Phone,Electronics,North,CUST-00691,2,802.65,1605.3
ORD-000259,2025-02-01,Zeta Headphones,Accessories,South,CUST-00878,2,134.33,268.66
ORD-000260,2024-10-03,Alpha Phone,Electronics,West,CUST-00787,4,851.74,3406.96
ORD-000261,2025-05-18,Delta Laptop,Computers,LATAM,CUST-00062,3,1247.95,3743.85
ORD-000262,2025-01-26,Zeta Headphones,Accessories,APAC,CUST-00879,3,153.82,461.46
ORD-000263,2024-05-14,Iota Speaker,Accessories,LATAM,CUST-01157,3,90.46,271.38
ORD-000264,2024-07-13,Zeta Headphones,Accessories,East,CUST-00356,1,144.89,144.89
ORD-000265,2025-02-04,Eta Smartwatch,Accessories,LATAM,CUST-00071,2,216.33,432.66
ORD-000266,2024-02-02,Kappa Keyboard,Accessories,North,CUST-00263,5,84.73,423.65
ORD-000267,2025-04-04,Beta Phone,Electronics,North,CUST-00306,3,621.16,1863.48
ORD-000268,2025-04-14,Gamma Tablet,Electronics,APAC,CUST-00558,5,464.77,2323.85
ORD-000269,2025-01-09,Delta Laptop,Computers,LATAM,CUST-00762,5,1186.79,5933.95
ORD-000270,2024-01-22,Epsilon Laptop,Computers,North,CUST-00588,3,873.08,2619.24
ORD-000271,2024-02-07,Epsilon Laptop,Computers,North,CUST-00074,2,931.76,1863.52
ORD-000272,2024-08-17,Iota Speaker,Accessories,North,CUST-00142,4,108.24,432.96
ORD-000273,2024-12-30,Eta Smartwatch,Accessories,,CUST-00102,4,193.55,774.2
ORD-000274,2025-07-16,Zeta Headphones,Accessories,South,CUST-01089,2,135.95,271.9
ORD-000275,2025-03-13,Gamma Tablet,Electronics,LATAM,CUST-00193,2,538.68,1077.36
ORD-000276,2024-10-09,Iota Speaker,Accessories,APAC,CUST-00953,5,89.85,449.25
ORD-000277,2024-01-27,Kappa Keyboard,Accessories,APAC,CUST-01086,2,86.15,172.3
ORD-000278,2024-08-13,Iota Speaker,Accessories,APAC,CUST-00410,5,102.26,511.3
ORD-000279,2024-10-03,Alpha Phone,Electronics,EMEA,CUST-00300,1,869.58,869.58
ORD-000280,2025-08-31,Eta Smartwatch,Accessories,APAC,CUST-00454,4,187.05,748.2
ORD-000281,2024-10-10,Alpha Phone,Electronics,EMEA,CUST-00574,4,725.6,2902.4
ORD-000282,2025-04-25,Gamma Tablet,Electronics,East,CUST-00619,4,497.82,1991.28
ORD-000283,2025-03-28,Alpha Phone,Electronics,EMEA,CUST-00637,3,791.11,2373.33
ORD-000284,2025-05-30,Zeta Headphones,Accessories,EMEA,CUST-00301,2,143.98,287.96
ORD-000285,2025-06-30,Eta Smartwatch,Accessories,APAC,CUST-00779,1,217.21,217.21
ORD-000286,2024-07-10,Alpha Phone,Electronics,LATAM,CUST-00989,3,850.55,2551.65
ORD-000287,2024-02-18,Delta Laptop,Computers,West,CUST-00202,3,1237.75,3713.25
ORD-000288,2025-05-26,Epsilon Laptop,Computers,APAC,CUST-00674,3,838.38,2515.14
